epoch,train_loss,train_acc,val_loss,val_acc,lr,time
22,0.09240309498453325,0.9641125121241513,0.13266150341266492,0.9416342412451362,7.643398309337124e-05,71.2201566696167
23,0.09154786195519359,0.9660523763336566,0.18430959785301665,0.9377431906614786,7.43627417360609e-05,71.1570737361908
24,0.10104340221552366,0.962172647914646,0.15225631562573064,0.9299610894941635,7.223642203136868e-05,71.2251524925232
25,0.0743744220826486,0.9742967992240543,0.15144617718589656,0.9260700389105059,7.006014646970685e-05,71.41580939292908
26,0.08272539058252591,0.9699321047526673,1.0251202008847244,0.8404669260700389,6.783915788952266e-05,71.18506097793579
27,0.09971342515922332,0.9612027158098934,0.1555462397552607,0.9299610894941635,6.557880684684142e-05,71.1824266910553
28,0.07313826589938975,0.9772065955383124,0.18360640795093358,0.9377431906614786,6.32845387253083e-05,71.333979845047
29,0.07208617308624667,0.9762366634335596,0.13986626765953963,0.9494163424124513,6.096188061778222e-05,73.34089684486389
30,0.07449012501580395,0.9728419010669254,0.14564570500350354,0.9494163424124513,5.861642801108503e-05,71.65845251083374
31,0.058588934870971034,0.9820562560620757,0.16541930218224532,0.9455252918287937,5.625383130598369e-05,71.21256256103516
32,0.06014522401365098,0.9757516973811833,0.186997544254529,0.9455252918287937,5.387978220487977e-05,71.20470356941223
33,0.04925576555217768,0.9820562560620757,0.1288840991750048,0.9494163424124513,5.149999999999999e-05,71.2137176990509
34,0.051510500827219426,0.9820562560620757,0.13560004321136468,0.9571984435797666,4.912021779512022e-05,71.18121814727783
35,0.04694315029196297,0.9859359844810863,0.18310185176275862,0.9377431906614786,4.67461686940163e-05,71.37017369270325
36,0.04148424649159893,0.9864209505334627,0.12044762090355267,0.9416342412451362,4.438357198891495e-05,71.18435549736023
37,0.0335195000398933,0.986905916585839,0.14141926552367615,0.953307392996109,4.2038119382217775e-05,71.40476751327515
38,0.03606019169227545,0.98545101842871,0.1285174056469901,0.9455252918287937,3.97154612746917e-05,71.18906283378601
39,0.034571552258833176,0.991270611057226,0.13157250041189505,0.9571984435797666,3.7421193153158574e-05,71.2024302482605
40,0.04074913164458144,0.9873908826382153,0.13319928845628645,0.9455252918287937,3.516084211047732e-05,71.19397020339966
41,0.025350626792700948,0.992725509214355,0.13163662379260774,0.9610894941634242,3.293985353029314e-05,71.20198559761047
42,0.02941012330887507,0.989815712900097,0.12053261313362515,0.9494163424124513,3.0763577968631325e-05,71.19767665863037
43,0.02797493375900974,0.992725509214355,0.13807327814864787,0.9610894941634242,2.8637258263939108e-05,71.00776529312134
44,0.0211143763158326,0.9922405431619786,0.1368985613769516,0.953307392996109,2.6566016906628755e-05,71.17570638656616
45,0.0262082915066366,0.9907856450048497,0.15328085335546776,0.953307392996109,2.4554843698549307e-05,71.39812421798706
46,0.021688417688800858,0.9941804073714839,0.12070374055367532,0.9571984435797666,2.2608583732116983e-05,71.19578862190247
47,0.018042132950590043,0.9936954413191077,0.12321010503889257,0.9494163424124513,2.07319257180632e-05,72.9022786617279
48,0.01806611470497293,0.995635305528613,0.1250815066480701,0.953307392996109,1.8929390689919606e-05,71.81917023658752
49,0.014403011215771295,0.9990300678952473,0.11206896156133606,0.9571984435797666,1.7205321112452447e-05,72.61213636398315
50,0.01768939098651889,0.9946653734238603,0.12120975453238797,0.9377431906614786,1.5563870420284494e-05,72.00352120399475
51,0.015419940893085269,0.9966052376333656,0.1361126916941323,0.9571984435797666,1.4008993011907256e-05,71.93816637992859
52,0.012723212351241011,0.9966052376333656,0.1291096545093002,0.953307392996109,1.2544434723188725e-05,71.58279132843018
53,0.01619955798175164,0.9951503394762367,0.13030057970953587,0.953307392996109,1.117372380332655e-05,71.7954649925232
54,0.008751556376543965,0.998545101842871,0.13372774968967646,0.953307392996109,9.900162414986806e-06,71.66869497299194
55,0.0114188443992536,0.9966052376333656,0.13002085875060027,0.9455252918287937,8.726818679104784e-06,71.49787259101868
56,0.00872956782731935,0.9980601357904947,0.12947501170102066,0.9571984435797666,7.656519283512997e-06,71.60406112670898
57,0.00871884206915906,0.998545101842871,0.12909763276839464,0.9571984435797666,6.691842673202593e-06,71.62120652198792
58,0.010459578889124311,0.9980601357904947,0.13020716177112157,0.9610894941634242,5.835112838623496e-06,71.8316547870636
59,0.007953890322936814,0.9990300678952473,0.13359309957452162,0.953307392996109,5.088393716987872e-06,71.57963752746582
60,0.010173115601344394,0.9980601357904947,0.11081766719705817,0.9571984435797666,4.4534842200646165e-06,71.63064122200012
61,0.006862268306887095,0.9990300678952473,0.11908555127635789,0.9571984435797666,3.931913900443324e-06,71.59098553657532
